zone,crop_type,growing_stage,stage_day_of_year,temperature,humidity,precipitation,yield_value,disease_probability
south,sorghum,heading_flowering,214,19.6,69.5,12.2,23.4,0.23
south,sorghum,heading_flowering,204,13.3,53.7,6.7,17.1,0.36
south,sorghum,heading_flowering,201,17.4,80.4,4.2,17.8,0.42
south,sorghum,heading_flowering,222,18.8,68.5,5.2,24.2,0.43
south,sorghum,heading_flowering,195,12.1,50.3,2.8,15.4,0.37
south,sorghum,ripening_maturity,249,23.0,61.0,16.4,19.9,0.33
south,sorghum,ripening_maturity,250,21.1,80.1,12.1,22.8,0.76
south,sorghum,ripening_maturity,239,18.7,78.7,12.1,22.2,0.52
south,sorghum,ripening_maturity,258,24.7,79.2,10.7,21.1,0.32
south,sorghum,ripening_maturity,247,24.5,72.5,7.7,18.8,0.37
south,sorghum,ripening_maturity,256,27.3,59.1,10.9,17.3,0.29
south,sorghum,ripening_maturity,275,29.3,73.1,13.3,17.2,0.3
south,sorghum,ripening_maturity,263,23.5,74.9,9.5,20.3,0.27
south,peas,sowing,118,1.7,65.9,3.0,12.1,0.26
south,peas,sowing,103,0.2,54.2,4.9,10.9,0.13
south,peas,sowing,112,2.0,59.7,9.3,11.0,0.28
south,peas,sowing,107,0.5,57.1,7.2,9.7,0.36
south,peas,sowing,111,1.0,62.4,6.3,12.1,0.25
south,peas,sowing,114,1.4,70.6,8.1,10.5,0.22
south,peas,sowing,99,-0.4,51.1,7.0,11.4,0.2
south,peas,sowing,102,0.1,66.8,5.1,12.9,0.25
south,peas,emergence,119,3.0,58.6,4.1,14.5,0.25
south,peas,emergence,138,5.2,50.4,9.2,14.2,0.18
south,peas,emergence,111,1.3,45.4,5.5,10.8,0.37
south,peas,emergence,112,1.8,71.3,9.0,11.3,0.29
south,peas,emergence,139,5.0,60.3,10.9,16.3,0.3
south,peas,emergence,122,3.5,54.9,9.5,11.4,0.37
south,peas,tillering,164,10.4,61.9,5.9,15.7,0.68
south,peas,tillering,136,4.7,68.4,4.1,15.8,0.21
south,peas,tillering,162,7.6,57.3,4.4,16.3,0.37
south,peas,tillering,132,5.3,66.7,10.6,16.2,0.14
south,peas,tillering,148,6.2,48.3,4.3,11.7,0.31
south,peas,tillering,169,11.7,78.5,10.3,12.1,0.39
south,peas,tillering,158,7.5,69.9,3.1,11.9,0.35
south,peas,heading_flowering,216,18.7,79.1,7.6,20.4,0.72
south,peas,heading_flowering,205,17.0,73.3,6.9,20.0,0.71
south,peas,heading_flowering,206,19.3,47.0,13.1,13.7,0.43
south,peas,heading_flowering,195,14.4,49.8,1.0,18.7,0.56
south,peas,heading_flowering,225,21.2,54.7,3.6,17.7,0.54
south,peas,heading_flowering,211,18.9,68.3,5.1,21.6,1.0
south,peas,heading_flowering,228,21.9,74.9,14.8,23.1,0.44
south,peas,ripening_maturity,246,20.2,75.5,13.2,21.4,0.97
south,peas,ripening_maturity,270,24.8,50.5,2.3,17.4,0.66
south,peas,ripening_maturity,227,22.8,81.8,6.8,18.7,1.0
south,peas,ripening_maturity,236,21.4,50.8,7.6,15.9,0.29
south,peas,ripening_maturity,280,31.7,84.2,9.3,16.2,0.93
south,peas,ripening_maturity,266,22.9,79.8,11.0,20.1,0.87
south,peas,ripening_maturity,222,21.0,68.7,14.6,18.7,0.43
south,peas,ripening_maturity,262,24.5,63.9,2.9,18.7,0.71
south,chickpeas,sowing,118,2.4,54.4,2.9,8.1,0.23
south,chickpeas,sowing,117,2.3,51.1,9.1,9.5,0.32
south,chickpeas,sowing,90,-2.0,40.6,1.5,6.4,0.29
south,chickpeas,sowing,103,0.3,60.4,6.3,11.2,0.29
south,chickpeas,sowing,101,-0.0,41.7,2.7,8.4,0.26
south,chickpeas,sowing,99,-0.6,53.9,7.4,7.6,0.33
south,chickpeas,sowing,91,-1.8,58.9,0.5,8.5,0.33
south,chickpeas,emergence,118,2.8,48.0,2.6,10.3,0.13
south,chickpeas,emergence,128,4.1,56.1,2.2,11.7,0.22
south,chickpeas,emergence,122,3.7,45.4,10.4,8.4,0.13
south,chickpeas,emergence,116,2.0,63.4,3.5,12.1,0.27
south,chickpeas,emergence,127,3.4,45.5,3.0,8.8,0.13
south,chickpeas,emergence,115,1.9,60.3,3.2,10.9,0.26
south,chickpeas,emergence,112,1.8,69.9,6.8,10.2,0.29
south,chickpeas,emergence,138,5.5,43.0,5.1,10.6,0.29
south,chickpeas,tillering,167,9.1,60.3,7.2,15.3,0.26
south,chickpeas,tillering,166,10.2,63.8,1.5,13.2,0.26
south,chickpeas,tillering,140,6.5,59.9,0.5,12.3,0.21
south,chickpeas,tillering,145,6.4,53.3,9.0,12.7,0.28
south,chickpeas,tillering,148,5.7,58.7,8.0,9.5,0.2
south,chickpeas,tillering,157,8.6,75.9,2.6,12.4,0.26
south,chickpeas,tillering,152,6.9,59.4,2.4,12.3,0.22
south,chickpeas,heading_flowering,223,21.8,62.0,12.5,16.6,0.61
south,chickpeas,heading_flowering,213,15.1,69.2,3.0,14.3,0.3
south,chickpeas,heading_flowering,234,17.1,79.7,6.2,16.6,0.57
south,chickpeas,heading_flowering,233,22.0,72.2,5.8,19.3,0.77
south,chickpeas,heading_flowering,240,21.7,71.3,4.7,16.9,0.57
south,chickpeas,heading_flowering,191,13.3,68.5,9.1,16.4,0.29
south,chickpeas,heading_flowering,202,13.5,62.7,1.4,11.8,0.64
south,chickpeas,heading_flowering,237,23.9,49.8,3.8,13.3,0.4
south,chickpeas,ripening_maturity,230,19.3,66.7,12.2,14.0,0.92
south,chickpeas,ripening_maturity,261,24.5,74.4,11.7,13.2,0.43
south,chickpeas,ripening_maturity,243,18.2,56.1,6.9,12.9,0.27
south,chickpeas,ripening_maturity,272,30.7,53.3,3.6,15.7,0.23
south,chickpeas,ripening_maturity,223,19.8,51.5,0.2,17.5,0.47
south,chickpeas,ripening_maturity,278,30.2,72.5,8.6,11.4,0.84
south,chickpeas,ripening_maturity,256,27.9,49.6,12.0,12.5,0.31
south,sunflower,sowing,111,0.8,67.0,2.9,12.2,0.3
south,sunflower,sowing,118,3.2,65.1,0.9,10.6,0.28
south,sunflower,sowing,101,-0.5,63.6,4.9,8.8,0.29
south,sunflower,sowing,119,1.9,48.1,4.4,8.4,0.13
south,sunflower,sowing,91,-1.8,43.3,8.2,8.2,0.18
south,sunflower,sowing,99,-0.8,43.9,8.1,8.6,0.25
south,sunflower,sowing,115,1.9,55.1,9.4,10.9,0.24
south,sunflower,emergence,119,2.3,51.5,3.3,11.2,0.29
south,sunflower,emergence,120,2.5,75.6,4.6,9.7,0.14
south,sunflower,emergence,137,5.4,55.9,6.1,11.6,0.17
south,sunflower,emergence,127,4.3,68.1,5.5,10.2,0.12
south,sunflower,emergence,123,3.8,65.5,8.9,13.8,0.28
south,sunflower,emergence,113,1.6,75.6,3.1,9.5,0.23
south,sunflower,tillering,158,8.4,76.5,6.4,13.0,0.22
south,sunflower,tillering,154,7.7,62.7,11.3,14.7,0.17
south,sunflower,tillering,157,7.3,50.1,3.7,13.9,0.13
south,sunflower,tillering,144,5.3,46.4,7.9,9.0,0.22
south,sunflower,tillering,162,7.9,71.9,9.8,10.8,0.18
south,sunflower,tillering,170,12.5,45.9,10.2,14.1,0.3
south,sunflower,tillering,151,6.6,56.2,6.3,10.4,0.24
south,sunflower,heading_flowering,197,16.5,74.1,8.2,14.2,0.47
south,sunflower,heading_flowering,194,14.8,71.1,11.6,17.0,0.43
south,sunflower,heading_flowering,199,13.4,57.1,7.8,13.2,0.21
south,sunflower,heading_flowering,193,16.2,73.3,10.8,13.1,0.41
south,sunflower,heading_flowering,224,18.6,80.3,0.7,17.3,0.69
south,sunflower,heading_flowering,195,16.3,64.2,4.8,16.4,0.56
south,sunflower,heading_flowering,230,17.6,54.6,15.5,18.0,0.58
south,sunflower,ripening_maturity,235,19.8,54.2,5.4,17.5,0.49
south,sunflower,ripening_maturity,258,27.8,62.2,14.2,18.8,0.52
south,sunflower,ripening_maturity,268,21.6,68.2,11.0,23.0,0.9
south,sunflower,ripening_maturity,263,25.4,74.5,5.7,17.7,0.73
south,sunflower,ripening_maturity,249,21.6,64.6,2.6,18.6,0.54
south,sunflower,ripening_maturity,242,18.3,70.7,11.1,17.8,0.71
south,sunflower,ripening_maturity,243,19.3,80.1,14.4,13.1,0.75
south,sugar_beet,sowing,117,1.9,48.1,10.0,159.1,0.13
south,sugar_beet,sowing,113,1.5,57.0,9.3,194.5,0.1
south,sugar_beet,sowing,120,2.4,72.4,1.9,171.9,0.19
south,sugar_beet,sowing,90,-2.0,62.2,2.3,203.4,0.22
south,sugar_beet,sowing,118,3.1,54.2,1.9,194.1,0.21
south,sugar_beet,sowing,102,-0.1,61.0,3.3,212.9,0.22
south,sugar_beet,sowing,97,-0.9,50.2,5.9,152.6,0.23
south,sugar_beet,sowing,109,0.7,72.4,6.0,210.2,0.18
south,sugar_beet,emergence,136,6.4,69.8,6.6,185.8,0.23
south,sugar_beet,emergence,119,3.3,76.4,5.0,230.1,0.16
south,sugar_beet,emergence,116,2.1,70.0,4.0,170.8,0.16
south,sugar_beet,emergence,139,6.6,65.1,9.1,269.7,0.12
south,sugar_beet,emergence,124,2.8,60.5,3.2,182.4,0.19
south,sugar_beet,emergence,138,4.5,45.2,4.6,205.9,0.24
south,sugar_beet,tillering,143,7.5,74.7,2.1,185.3,0.14
south,sugar_beet,tillering,136,5.8,66.9,3.9,221.0,0.26
south,sugar_beet,tillering,166,8.9,49.3,2.0,214.6,0.13
south,sugar_beet,tillering,151,6.1,74.8,6.6,247.1,0.24
south,sugar_beet,tillering,170,11.5,55.4,4.2,286.1,0.49
south,sugar_beet,tillering,137,4.5,63.8,11.2,233.4,0.23
south,sugar_beet,tillering,131,4.3,62.0,2.7,232.4,0.13
south,sugar_beet,ripening_maturity,220,20.4,56.3,2.4,283.6,0.35
south,sugar_beet,ripening_maturity,223,18.5,56.9,13.9,261.4,0.41
south,sugar_beet,ripening_maturity,231,20.5,52.0,2.3,327.6,0.47
south,sugar_beet,ripening_maturity,238,17.5,63.3,6.0,334.4,0.5
south,sugar_beet,ripening_maturity,232,23.8,68.4,2.3,294.5,0.45
south,sugar_beet,ripening_maturity,252,19.5,73.4,14.8,306.3,0.57
south,sugar_beet,ripening_maturity,241,23.0,61.5,3.2,294.3,0.46
south,soybeans,sowing,116,1.7,50.7,4.1,9.6,0.2
south,soybeans,sowing,119,2.4,65.4,6.0,13.0,0.29
south,soybeans,sowing,108,0.5,52.7,7.7,9.8,0.23
south,soybeans,sowing,93,-1.5,65.0,8.2,8.7,0.18
south,soybeans,sowing,94,-1.3,65.7,8.9,10.6,0.17
south,soybeans,sowing,114,1.3,63.9,10.1,9.3,0.16
south,soybeans,sowing,109,1.1,45.7,6.6,9.5,0.2
south,soybeans,emergence,135,5.9,53.4,4.6,9.7,0.29
south,soybeans,emergence,123,2.6,63.2,10.6,11.5,0.18
south,soybeans,emergence,121,2.7,54.1,0.2,11.0,0.29
south,soybeans,emergence,116,1.9,45.5,3.3,8.4,0.16
south,soybeans,emergence,111,1.5,65.0,8.5,8.5,0.15
south,soybeans,emergence,138,5.4,43.4,2.6,10.2,0.15
south,soybeans,emergence,129,4.7,63.3,3.3,13.5,0.22
south,soybeans,emergence,140,4.7,44.0,11.2,9.8,0.26
south,soybeans,tillering,138,6.2,52.4,2.6,12.6,0.23
south,soybeans,tillering,132,3.5,46.2,4.2,7.6,0.13
south,soybeans,tillering,169,12.3,61.5,8.9,11.6,0.52
south,soybeans,tillering,131,4.2,46.3,1.8,8.2,0.17
south,soybeans,tillering,163,8.1,60.9,9.1,14.8,0.29
south,soybeans,tillering,147,8.4,72.6,5.4,13.4,0.15
south,soybeans,tillering,155,7.4,47.1,0.8,12.0,0.12
south,soybeans,heading_flowering,240,23.7,65.9,1.6,18.9,0.84
south,soybeans,heading_flowering,209,15.7,57.9,10.9,13.2,0.59
south,soybeans,heading_flowering,194,12.1,56.7,6.7,15.9,0.39
south,soybeans,heading_flowering,191,12.4,61.7,10.8,16.5,0.49
south,soybeans,heading_flowering,221,22.1,59.4,13.7,16.2,0.5
south,soybeans,heading_flowering,192,11.7,48.1,0.5,11.3,0.52
south,soybeans,heading_flowering,206,16.2,78.3,6.2,12.3,0.28
south,soybeans,heading_flowering,190,13.9,55.2,11.2,11.9,0.33
south,soybeans,ripening_maturity,275,24.2,82.0,10.1,15.6,0.95
south,soybeans,ripening_maturity,258,28.2,66.6,7.0,16.1,0.44
south,soybeans,ripening_maturity,274,25.8,69.7,16.0,15.3,0.82
south,soybeans,ripening_maturity,253,20.7,59.0,8.2,17.7,0.31
south,soybeans,ripening_maturity,263,24.1,58.1,0.9,17.4,0.37
south,soybeans,ripening_maturity,267,30.4,52.0,0.3,12.4,0.46
south,soybeans,ripening_maturity,276,28.3,58.2,10.2,11.8,0.34
south,flax,sowing,111,0.8,52.0,2.4,5.1,0.11
south,flax,sowing,90,-2.0,72.3,1.0,5.8,0.16
south,flax,sowing,116,2.5,63.4,10.0,8.5,0.11
south,flax,sowing,120,2.4,46.1,6.1,5.5,0.19
south,flax,sowing,95,-1.1,55.2,3.7,5.7,0.1
south,flax,sowing,94,-1.4,44.5,4.4,4.1,0.15
south,flax,emergence,122,2.9,57.7,5.4,7.3,0.16
south,flax,emergence,120,2.0,68.4,7.0,7.0,0.16
south,flax,emergence,118,2.3,55.2,5.3,6.6,0.2
south,flax,emergence,130,3.8,47.8,4.5,5.3,0.17
south,flax,emergence,140,6.9,67.0,10.2,8.9,0.24
south,flax,emergence,110,1.7,53.6,3.4,5.3,0.18
south,flax,emergence,134,4.8,49.7,5.9,7.1,0.13
south,flax,tillering,131,5.5,73.6,3.3,6.8,0.14
south,flax,tillering,155,9.2,56.2,10.7,9.5,0.09
south,flax,tillering,158,7.5,73.3,3.1,8.1,0.2
south,flax,tillering,159,8.6,46.2,11.0,7.5,0.1
south,flax,tillering,141,6.0,44.8,7.0,7.3,0.21
south,flax,tillering,164,10.2,50.5,2.9,6.5,0.41
south,flax,tillering,146,7.1,51.6,9.0,7.7,0.09
south,flax,heading_flowering,214,14.5,81.0,1.3,9.2,0.31
south,flax,heading_flowering,226,19.5,61.0,14.5,11.0,0.32
south,flax,heading_flowering,203,14.4,57.3,13.4,10.1,0.44
south,flax,heading_flowering,198,16.3,73.7,13.3,8.7,0.18
south,flax,heading_flowering,196,14.1,51.2,12.5,10.4,0.35
south,flax,heading_flowering,222,20.8,54.8,3.5,10.9,0.31
south,flax,heading_flowering,235,17.2,58.3,6.3,9.1,0.19
south,flax,ripening_maturity,226,17.3,52.2,5.2,9.8,0.36
south,flax,ripening_maturity,231,21.9,73.1,14.7,9.7,0.74
south,flax,ripening_maturity,280,30.7,74.6,2.2,7.5,0.66
south,flax,ripening_maturity,229,21.4,50.2,5.7,9.8,0.25
south,flax,ripening_maturity,235,17.1,72.5,7.8,11.8,0.4
south,flax,ripening_maturity,222,16.5,64.5,14.1,9.6,0.44
south,flax,ripening_maturity,237,23.1,67.9,13.6,9.8,0.26
south,flax,ripening_maturity,255,26.7,77.7,15.0,8.3,0.41
south,mustard,sowing,98,-0.6,74.1,3.8,4.7,0.1
south,mustard,sowing,113,1.4,75.6,1.1,4.8,0.08
south,mustard,sowing,90,-2.0,42.0,8.3,3.9,0.15
south,mustard,sowing,93,-1.6,72.0,8.7,4.5,0.18
south,mustard,sowing,106,0.2,50.5,7.9,5.6,0.17
south,mustard,sowing,119,2.4,47.4,1.1,5.2,0.21
south,mustard,emergence,121,2.4,45.5,4.1,5.3,0.1
south,mustard,emergence,130,4.2,60.4,10.4,6.4,0.15
south,mustard,emergence,126,4.3,62.7,5.6,7.2,0.21
south,mustard,emergence,140,6.0,49.4,7.9,6.7,0.09
south,mustard,emergence,128,4.1,51.4,1.6,6.5,0.12
south,mustard,emergence,137,6.2,61.7,9.8,7.3,0.19
south,mustard,emergence,125,4.3,44.3,3.0,4.4,0.14
south,mustard,emergence,135,5.9,53.8,3.9,7.0,0.13
south,mustard,tillering,162,10.9,74.5,0.8,6.5,0.26
south,mustard,tillering,167,12.2,70.1,10.6,6.8,0.17
south,mustard,tillering,154,8.9,77.0,1.6,7.0,0.1
south,mustard,tillering,139,6.2,56.3,1.0,5.5,0.18
south,mustard,tillering,152,9.3,73.5,4.2,5.8,0.14
south,mustard,tillering,170,8.6,51.9,1.6,7.1,0.09
south,mustard,heading_flowering,205,18.5,47.6,3.1,8.5,0.34
south,mustard,heading_flowering,235,20.9,77.4,4.9,7.7,0.78
south,mustard,heading_flowering,200,17.7,47.3,10.9,7.7,0.26
south,mustard,heading_flowering,209,17.8,77.6,13.3,9.5,0.36
south,mustard,heading_flowering,210,18.3,48.9,4.8,6.6,0.41
south,mustard,heading_flowering,237,19.6,70.1,6.8,9.4,0.39
south,mustard,heading_flowering,191,16.0,47.8,4.2,7.8,0.15
south,mustard,ripening_maturity,249,22.4,75.9,6.9,9.5,0.56
south,mustard,ripening_maturity,272,29.5,61.2,8.4,7.2,0.14
south,mustard,ripening_maturity,248,23.0,65.8,11.7,10.7,0.52
south,mustard,ripening_maturity,247,23.7,49.7,10.7,6.9,0.4
south,mustard,ripening_maturity,220,16.4,78.5,1.0,7.1,0.22
south,mustard,ripening_maturity,257,25.9,79.7,13.0,8.1,0.74
south,mustard,ripening_maturity,226,22.6,76.2,7.8,9.5,0.6
south,mustard,ripening_maturity,280,27.3,52.2,14.0,9.2,0.28
south,potatoes,sowing,118,2.5,63.0,9.7,176.4,0.37
south,potatoes,sowing,98,-0.6,51.3,0.8,98.1,0.21
south,potatoes,sowing,110,1.7,62.0,8.8,172.8,0.37
south,potatoes,sowing,107,0.9,63.7,6.0,166.9,0.2
south,potatoes,sowing,90,-2.0,62.4,2.3,120.9,0.41
south,potatoes,sowing,100,-0.5,47.2,4.5,118.2,0.21
south,potatoes,sowing,99,-0.4,71.5,2.8,136.4,0.25
south,potatoes,emergence,130,3.8,58.0,8.8,145.3,0.37
south,potatoes,emergence,132,5.2,57.3,10.7,126.1,0.3
south,potatoes,emergence,137,5.2,73.6,4.2,173.5,0.22
south,potatoes,emergence,119,2.2,66.3,0.6,122.3,0.3
south,potatoes,emergence,124,3.7,54.8,8.6,144.2,0.17
south,potatoes,emergence,110,1.7,72.7,5.4,138.7,0.39
south,potatoes,emergence,116,2.6,51.3,8.1,141.1,0.3
south,potatoes,tillering,156,9.3,58.9,9.6,208.5,0.2
south,potatoes,tillering,166,11.7,46.8,11.3,155.8,0.63
south,potatoes,tillering,146,5.6,61.7,11.5,177.9,0.23
south,potatoes,tillering,152,9.0,56.3,3.8,187.4,0.38
south,potatoes,tillering,133,4.3,52.2,8.8,165.5,0.35
south,potatoes,tillering,161,7.9,54.0,6.7,135.6,0.14
south,potatoes,tillering,154,7.4,51.1,8.5,173.9,0.31
south,potatoes,heading_flowering,226,16.4,80.3,8.9,188.6,0.74
south,potatoes,heading_flowering,215,18.4,78.8,9.4,230.3,0.9
south,potatoes,heading_flowering,235,19.8,63.9,5.3,227.4,0.73
south,potatoes,heading_flowering,202,18.6,73.4,4.1,193.3,0.69
south,potatoes,heading_flowering,224,15.8,55.1,13.9,208.4,0.4
south,potatoes,heading_flowering,216,20.3,77.9,4.0,203.7,1.0
south,potatoes,heading_flowering,217,19.3,67.9,5.6,204.3,0.96
south,potatoes,heading_flowering,211,18.4,65.2,12.6,192.7,1.0
south,potatoes,ripening_maturity,272,31.4,78.1,15.8,185.0,1.0
south,potatoes,ripening_maturity,277,27.0,81.9,13.7,174.3,1.0
south,potatoes,ripening_maturity,247,26.5,60.8,0.3,242.5,0.66
south,potatoes,ripening_maturity,250,22.2,70.0,7.0,236.8,0.99
south,potatoes,ripening_maturity,263,23.0,59.1,2.3,254.4,0.6
south,potatoes,ripening_maturity,256,23.7,79.8,12.4,219.6,1.0
south,potatoes,ripening_maturity,253,22.4,75.1,0.8,227.5,1.0
south,potatoes,ripening_maturity,237,24.4,80.0,2.5,220.4,0.63
south,tomatoes,sowing,109,0.6,62.0,2.5,201.0,0.41
south,tomatoes,sowing,112,1.9,56.0,2.7,259.8,0.24
south,tomatoes,sowing,91,-1.8,44.7,7.7,196.3,0.23
south,tomatoes,sowing,119,1.8,54.7,1.3,206.7,0.39
south,tomatoes,sowing,110,1.0,56.9,5.7,228.9,0.17
south,tomatoes,sowing,107,1.0,60.7,3.1,203.8,0.26
south,tomatoes,sowing,114,1.5,47.5,6.7,221.7,0.24
south,tomatoes,emergence,112,1.3,42.0,2.9,206.6,0.16
south,tomatoes,emergence,114,1.6,74.3,7.2,208.1,0.28
south,tomatoes,emergence,122,2.4,54.3,7.0,202.4,0.35
south,tomatoes,emergence,123,3.4,59.3,6.7,209.2,0.39
south,tomatoes,emergence,139,5.6,57.4,5.0,242.9,0.45
south,tomatoes,emergence,121,3.0,74.1,5.7,226.8,0.16
south,tomatoes,emergence,125,3.5,72.1,1.2,248.4,0.25
south,tomatoes,tillering,132,4.9,63.5,3.4,293.9,0.2
south,tomatoes,tillering,165,9.9,55.3,2.7,303.8,0.39
south,tomatoes,tillering,153,9.1,44.6,3.2,275.8,0.41
south,tomatoes,tillering,154,8.0,54.6,10.6,274.3,0.24
south,tomatoes,tillering,147,6.6,45.2,11.5,188.1,0.23
south,tomatoes,tillering,155,8.2,48.2,4.8,203.9,0.21
south,tomatoes,tillering,133,4.6,70.5,6.6,256.9,0.21
south,tomatoes,heading_flowering,199,14.1,73.3,6.5,261.5,0.53
south,tomatoes,heading_flowering,217,17.0,73.0,11.8,295.4,0.88
south,tomatoes,heading_flowering,233,17.0,68.6,4.7,337.7,0.59
south,tomatoes,heading_flowering,221,15.5,81.0,1.4,279.0,0.69
south,tomatoes,heading_flowering,234,18.5,56.4,3.0,361.4,0.9
south,tomatoes,heading_flowering,231,23.0,73.6,13.5,309.8,1.0
south,tomatoes,heading_flowering,240,21.7,58.1,12.4,315.7,0.76
south,tomatoes,ripening_maturity,234,18.1,70.9,14.5,351.5,0.71
south,tomatoes,ripening_maturity,233,18.7,67.9,6.7,320.1,0.83
south,tomatoes,ripening_maturity,257,23.4,64.8,10.7,420.2,0.83
south,tomatoes,ripening_maturity,262,21.0,49.2,12.5,354.3,0.54
south,tomatoes,ripening_maturity,226,16.2,66.8,6.4,385.1,0.54
south,tomatoes,ripening_maturity,239,20.4,82.4,11.5,302.9,0.78
south,tomatoes,ripening_maturity,275,30.1,71.1,10.3,337.5,0.76
south,onions,sowing,118,3.1,62.8,8.1,195.1,0.19
south,onions,sowing,109,1.5,45.9,6.9,137.6,0.19
south,onions,sowing,116,2.6,53.5,4.0,185.9,0.19
south,onions,sowing,96,-1.1,67.3,1.7,176.6,0.18
south,onions,sowing,112,1.4,58.5,9.7,196.0,0.26
south,onions,sowing,106,0.6,73.2,6.6,138.4,0.12
south,onions,sowing,110,0.8,70.1,6.5,155.1,0.19
south,onions,emergence,127,4.5,73.8,3.3,183.1,0.16
south,onions,emergence,135,5.0,58.9,5.7,214.5,0.21
south,onions,emergence,113,2.0,73.9,1.0,156.1,0.27
south,onions,emergence,121,3.6,70.2,7.2,204.5,0.21
south,onions,emergence,136,4.8,51.7,3.5,174.4,0.26
south,onions,emergence,122,2.8,54.0,0.7,139.4,0.13
south,onions,emergence,115,1.4,42.7,3.5,149.7,0.19
south,onions,emergence,125,3.8,54.9,2.4,186.6,0.25
south,onions,tillering,143,5.5,68.7,8.7,230.1,0.13
south,onions,tillering,145,5.9,53.7,11.2,205.6,0.26
south,onions,tillering,130,4.4,65.7,1.0,217.4,0.22
south,onions,tillering,133,4.3,71.9,1.8,170.8,0.12
south,onions,tillering,134,3.9,51.9,4.6,164.9,0.2
south,onions,tillering,140,6.3,63.0,9.7,212.3,0.13
south,onions,tillering,165,9.2,77.1,10.6,234.1,0.23
south,onions,tillering,170,8.8,64.0,11.8,200.0,0.12
south,onions,ripening_maturity,258,23.0,63.1,15.4,318.0,0.56
south,onions,ripening_maturity,267,30.3,56.1,0.8,221.3,0.41
south,onions,ripening_maturity,232,19.9,65.5,1.7,313.8,0.35
south,onions,ripening_maturity,280,28.2,50.0,11.2,267.8,0.3
south,onions,ripening_maturity,261,22.4,50.3,14.9,279.5,0.28
south,onions,ripening_maturity,262,22.2,76.0,9.6,241.5,1.0
south,onions,ripening_maturity,241,20.5,66.6,7.4,233.3,0.43
south,onions,ripening_maturity,233,16.9,73.1,11.3,262.9,0.52
south,apples,sowing,95,-1.1,51.2,1.9,89.2,0.24
south,apples,sowing,106,0.6,51.1,7.3,98.7,0.17
south,apples,sowing,111,1.2,42.6,2.9,83.2,0.34
south,apples,sowing,115,1.9,67.6,3.8,104.2,0.36
south,apples,sowing,90,-2.0,56.7,5.9,88.7,0.14
south,apples,sowing,101,-0.5,70.1,9.5,98.8,0.24
south,apples,sowing,118,2.5,51.9,9.4,102.0,0.18
south,apples,sowing,94,-1.3,44.9,4.7,94.9,0.18
south,apples,tillering,151,8.9,52.5,2.2,133.8,0.17
south,apples,tillering,152,9.1,43.4,3.5,118.1,0.17
south,apples,tillering,165,10.4,60.7,10.3,144.1,0.53
south,apples,tillering,159,8.4,53.8,10.7,142.0,0.15
south,apples,tillering,164,8.6,76.3,0.9,148.8,0.25
south,apples,tillering,144,6.4,75.0,9.2,113.3,0.34
south,apples,tillering,161,10.6,62.5,12.2,162.7,0.35
south,apples,heading_flowering,199,14.3,57.8,10.8,162.3,0.27
south,apples,heading_flowering,230,18.0,66.0,3.7,164.6,0.56
south,apples,heading_flowering,236,22.5,55.7,15.9,174.6,0.72
south,apples,heading_flowering,229,22.7,71.4,4.5,180.7,0.7
south,apples,heading_flowering,198,15.1,68.8,8.0,137.3,0.55
south,apples,heading_flowering,223,21.9,72.9,5.7,169.1,0.89
south,apples,ripening_maturity,231,18.9,69.4,12.0,179.4,1.0
south,apples,ripening_maturity,277,32.1,50.4,15.9,129.5,0.34
south,apples,ripening_maturity,249,19.5,54.4,0.6,158.7,0.27
south,apples,ripening_maturity,263,21.7,56.9,8.8,206.8,0.32
south,apples,ripening_maturity,244,19.3,58.4,12.9,204.0,0.56
south,apples,ripening_maturity,275,26.6,53.7,12.7,192.8,0.62
south,apples,ripening_maturity,279,23.2,76.2,9.7,161.7,0.94
south,apples,ripening_maturity,239,19.4,80.8,11.2,142.8,0.62
south,plums,sowing,100,-0.5,54.3,4.5,67.8,0.26
south,plums,sowing,97,-0.8,60.8,6.0,85.0,0.12
south,plums,sowing,103,0.3,46.2,0.4,82.3,0.33
south,plums,sowing,118,2.8,70.1,6.9,95.9,0.17
south,plums,sowing,107,0.7,75.7,4.9,87.2,0.3
south,plums,sowing,109,1.3,63.0,5.2,102.4,0.27
south,plums,sowing,114,1.7,44.8,3.0,59.4,0.33
south,plums,sowing,104,0.2,73.2,3.4,84.4,0.22
south,plums,tillering,141,5.0,73.4,0.5,107.8,0.26
south,plums,tillering,135,4.8,45.9,10.0,72.8,0.17
south,plums,tillering,169,11.0,52.5,7.8,108.4,0.46
south,plums,tillering,157,6.9,59.5,2.0,111.7,0.18
south,plums,tillering,134,4.2,61.6,10.5,77.4,0.12
south,plums,tillering,166,11.6,52.9,9.7,113.2,0.3
south,plums,heading_flowering,237,17.7,49.0,14.3,133.5,0.27
south,plums,heading_flowering,195,15.1,54.6,9.7,107.0,0.6
south,plums,heading_flowering,194,16.0,72.7,4.9,129.7,0.28
south,plums,heading_flowering,196,16.2,54.0,10.0,121.7,0.67
south,plums,heading_flowering,229,18.9,59.2,2.4,151.5,0.62
south,plums,heading_flowering,214,14.5,65.4,3.4,129.9,0.43
south,plums,heading_flowering,191,15.9,65.4,6.1,156.1,0.33
south,plums,ripening_maturity,267,25.4,65.8,5.0,132.0,0.74
south,plums,ripening_maturity,280,27.0,83.9,5.1,118.7,1.0
